master_key,source_id,trade_name,active_ingredient,strength,dosage_form,package_shape,manufacturer_ar,source,source_uri
XRDF-313,313,VOLTARILE-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR /3/AMP.OF 3ML.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/313
XRDF-3130,3130,PSORAFIX-10 CAP.,ACITRETIN,10 MG/CAP.,محافظ,FOR /20/CAP.BLISTER P.V.D.C.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3130
XRDF-3131,3131,RESTOPRIL-5 CAP.,RAMIPRIL,5 MG/CAP.,محافظ,FOR /20/CAP.BLISTER P.V.D.C.,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3131
XRDF-3132,3132,PSORAFIX-25 CAP.,ACITRETIN,25 MG/CAP.,محافظ,FOR /20/CAP.BLISTER P.V.D.C.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3132
XRDF-3133,3133,RETANE 30,ISOTRETINOIN,30 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /10/S.GEL.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3133
XRDF-3134,3134,PSORIATIN-10 CAP.,ACITRETIN,10 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,شركة الرازي محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3134
XRDF-3135,3135,RETANE 30,ISOTRETINOIN,30 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /20/S.G.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3135
XRDF-3136,3136,PSORIATIN-25 CAP.,ACITRETIN,25 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,شركة الرازي محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3136
XRDF-3137,3137,RETANE 30,ISOTRETINOIN,30 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /30/S.GEL.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3137
XRDF-3138,3138,PSORIOL OINT.,CALCIPOTRIOL,0.005 %,مرهم,FOR /15/G.OINT.IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3138
XRDF-3139,3139,RETANE 5,ISOTRETINOIN,5 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /10/S.GEL.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3139
XRDF-314,314,ZINAROS-125 CTD TAB.,CEFUROXIME,125 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,شركة شفا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/314
XRDF-3140,3140,PSORIOL SOLU.,CALCIPOTRIOL,0.005 %,محلول,FOR /30/ML.SOLU.IN PLASTIC BOTTLE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3140
XRDF-3141,3141,RETANE 5,ISOTRETINOIN,5 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /20/S.G.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3141
XRDF-3142,3142,PUISSANT,TRIPROLIDINE HCL+PHENYLEPHRINE HCL,2.5 MG+5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER P.V.D.C.,معمل سلامة كيرللصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3142
XRDF-3143,3143,RETANE 5,ISOTRETINOIN,5 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /30/S.GEL.CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3143
XRDF-3144,3144,PULMOKAST SYR,MONTELUKAST+LEVOCETIRIZINE HCL,4 MG+2.5 MG/5ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3144
XRDF-3145,3145,RETANE-10 SOFT GEL.CAP.,ISOTRETINOIN,10 MG/CAP.,محافظ جيلاتينية طرية,FOR /20/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3145
XRDF-3146,3146,PULMO-NEB PLASTIC AMP.,SALBUTAMOL,2.5 MG/PLASTIC AMP.,محلول للاستنشاق/حبابات,FOR /14/PLASTIC AMP.OF 2.5ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3146
XRDF-3147,3147,RETANE-10 SOFT GEL.CAP.,ISOTRETINOIN,10 MG/CAP.,محافظ جيلاتينية طرية,FOR /30/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3147
XRDF-3148,3148,PULMO-NEB PLASTIC AMP.,SALBUTAMOL,2.5 MG/PLASTIC AMP.,محلول للاستنشاق/حبابات,FOR /7/PLASTIC AMP.OF 2.5ML.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3148
XRDF-3149,3149,RETANE-20 SOFT GEL.CAP.,ISOTRETINOIN,20 MG/S.G.CAP.,محافظ جيلاتينية طرية,FOR /20/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3149
XRDF-315,315,VOLTARILE-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR /50/AMP.OF 3ML.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/315
XRDF-3150,3150,PULMO-NEB-2 TAB.,SALBUTAMOL,2 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3150
XRDF-3151,3151,RETANE-20 SOFT GEL.CAP.,ISOTRETINOIN,20 MG/S.G.CAP.,محافظ جيلاتينية طرية,FOR /30/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3151
XRDF-3152,3152,PULMO-NEB-4 TAB.,SALBUTAMOL,4 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3152
XRDF-3153,3153,RETANE-40 SOFT GEL.CAP.,ISOTRETINOIN,40 MG/S.G.CAP.,محافظ جيلاتينية طرية,FOR /20/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3153
XRDF-3154,3154,PULMOPHYLLIN SYRUP,DIPROPHYLLINE+GUAIFENESIN,غير محدد,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,الشركة السورية للدواء ( فارماسير),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3154
XRDF-3155,3155,RETANE-40 SOFT GEL.CAP.,ISOTRETINOIN,40 MG/S.G.CAP.,محافظ جيلاتينية طرية,FOR /30/CAP.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3155
XRDF-3156,3156,PURELIFE,PURIFIED WATER,ML,ماء محل,FOR /60/ML.IN P.V.C.BAG,معمل الرائد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3156
XRDF-3157,3157,RETINO-CLIN GEL,CLINDAMYCIN+TRETINOIN,1 %+0.025%,جل,FOR /30/G.GEL IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3157
XRDF-3158,3158,PURITY SOLUTION DEIONZED WATER,PURIFIED WATER,60 ML/BOTTLE,ماء محل,FOR /60/ML.SOLUTION IN PLASTIC CONTAONER,معمل سراج للصناعات الدوائية - سراج فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3158
XRDF-3159,3159,RETINOID 0.025 % CREAM,TRETINOIN,0.025 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3159
XRDF-316,316,ZINAROS-125 DRY SYRUP,CEFUROXIME,125 MG/5 ML.,معلق جاف,FOR /100/ML.SUSP.IN GLASS BOTTLE,شركة شفا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/316
XRDF-3160,3160,PURITY SOLUTION DEIONZED WATER,PURIFIED WATER,60 ML/BOTTLE,ماء محل,FOR /500/ML.SOLUTION IN PLASTIC CONTAONER,معمل سراج للصناعات الدوائية - سراج فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3160
XRDF-3161,3161,RETINOID 0.1 % CREAM,TRETINOIN,0.1 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3161
XRDF-3162,3162,PYRAMIDE CAP.,LOPERAMIDE HYDROCHLORIDE,2 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,بركات للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3162
XRDF-3163,3163,RETINOID SOLUTION,TRETINOIN,0.025 %,محلول,FOR /60/ML.SOLU.IN GLASS BOTTLE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3163
XRDF-3164,3164,PYRANTEL CHEW.TAB.,PYRANTEL,125 MG/CHEW.TAB.,أقراص للمضغ,FOR /6/CHEW.TAB.BLISTER,شركة عمريت للدواء,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3164
XRDF-3165,3165,RETINOID-0.025 % GEL,TRETINOIN,0.025 %,جل,FOR /30/G.GEL IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3165
XRDF-3166,3166,PYRANTINA SUSP.,PYRANTEL,250 MG/5 ML.,معلق فموي,FOR /30/ML.SUSP.IN GLASS BOTTLE,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3166
XRDF-3167,3167,RETINOIDE-0.05 % CREAM,TRETINOIN,0.05 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3167
XRDF-3168,3168,PYRANTINA SUSP.,PYRANTEL,250 MG/5 ML.,معلق فموي,FOR /60/ML.SUSP.IN GLASS BOTTLE,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3168
XRDF-3169,3169,RETINOIDE-0.05 % CREAM,TRETINOIN,0.05 %,كريم,FOR /50/G.CREAM IN ALU.TUBE,شركة دومنا للصناعة الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3169
XRDF-317,317,VOLTARILE-75 AMP.,DICLOFENAC SODIUM,75 MG/AMP.,محلول للحقن/حبابات,FOR /100/AMP.OF 3ML.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/317
XRDF-3170,3170,PYRAVERM SUSP.,PYRANTEL,250 MG/5 ML.,معلق فموي,FOR /15/ML.SUSP.IN GLASS BOTTLE,الشام (شامكو),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3170
XRDF-3171,3171,RETINORAM PLUS GEL,CLINDAMYCIN+TRETINOIN,1.2 %+ 0.025 %,جل,FOR /30/G.GEL IN ALU.TUBE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3171
XRDF-3172,3172,PYRAVERM TAB.,PYRANTEL,125 MG/TAB.,أقراص,FOR /6/TAB.IN PLASTIC CONTAINER,الشام (شامكو),SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3172
XRDF-3173,3173,RETINORAM-0.025 % CREAM,TRETINOIN,0.025 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3173
XRDF-3174,3174,PYRAZINAMIDE AL-RAAED-400 TAB.,PYRAZINAMIDE,400 MG/TAB.,أقراص,FOR /60/TAB.BLISTER,معمل الرائد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3174
XRDF-3175,3175,RETINORAM-0.05 % CREAM,TRETINOIN,0.05 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3175
XRDF-3176,3176,PYRAZINAMIDE AL-RAAED-500 TAB.,PYRAZINAMIDE,500 MG/TAB.,أقراص,FOR /60/TAB.BLISTER,معمل الرائد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3176
XRDF-3177,3177,RETINORAM-0.1 % CREAM,TRETINOIN,0.1 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3177
XRDF-3178,3178,PYRAZINAMIDE-500 TAB.,PYRAZINAMIDE,500 MG/TAB.,أقراص,FOR /100/TAB.BLISTER,شركة عمريت للدواء,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3178
XRDF-3179,3179,REUMA-OFF CAP.,ACEMETACINE,60 MG/CAP.,محافظ,FOR /30/CAP.BLISTER,معمل القنواتي للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3179
XRDF-318,318,ZINAROS-125 DRY SYRUP,CEFUROXIME,125 MG/5 ML.,معلق جاف,FOR /60/ML.SUSP.IN GLASS BOTTLE,شركة شفا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/318
XRDF-3180,3180,PYROL SUPP.,PARACETAMOL+CODEINE PHOSPHATE,500 MG+8 MG/SUPP.,تحاميل,FOR /10/SUPP.STRIP,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3180
XRDF-3181,3181,REVADAY 10,RIVAROXABAN,10 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3181
XRDF-3182,3182,PYROL SUPP.,PARACETAMOL+CODEINE PHOSPHATE,500 MG+8 MG/SUPP.,تحاميل,FOR /5/SUPP.STRIP,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3182
XRDF-3183,3183,REVADAY 10,RIVAROXABAN,10 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3183
XRDF-3184,3184,PYROL-D SUPP.,PARACETAMOL+SALICYLAMIDE+DIPHENHYDRAMINE HCL,125 MG+175 MG+25 MG,تحاميل,FOR /5/SUPP.STRIP,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3184
XRDF-3185,3185,REVADAY 15,RIVAROXABAN,15 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3185
XRDF-3186,3186,PYROL-D SUPP.,PARACETAMOL+SALICYLAMIDE+DIPHENHYDRAMINE HCL,125 MG+175 MG+25 MG,تحاميل,FOR /10/SUPP.STRIP,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3186
XRDF-3187,3187,REVADAY 15,RIVAROXABAN,15 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3187
XRDF-3188,3188,QINALET,HYDROQUINONE,4 %,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة المتحدة للصناعات الدوائية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3188
XRDF-3189,3189,REVADAY 2.5,RIVAROXABAN,2.5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3189
XRDF-319,319,VOLTARILE-K 25,DICLOFENAC POTASSIUM,25 MG/SOFT CAP.,محافظ جيلاتينية طرية,FOR /20/S.GEL.CAP.BLISTER P.V.D.C.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/319
XRDF-3190,3190,QUACOLD CAP.,PARACETAMOL+CHLORPHENIRAMINE MALEATE+VIT.C+CAFEINE,300MG+4MG+30MG+10MG.,محافظ,FOR /20/CAP.BLISTER,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3190
XRDF-3191,3191,REVADAY 2.5,RIVAROXABAN,2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3191
XRDF-3192,3192,QUADISON CREAM,BETAMETHASONE+TOLNAFTATE+GENTAMICIN+CLIOQUINOL,غير محدد,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة الرازي محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3192
XRDF-3193,3193,REVADAY 20,RIVAROXABAN,20 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3193
XRDF-3194,3194,QUADRIDERM-UNI CREAM,BETAMETHASONE+TOLNAFTATE+GENTAMICIN+CLIOQUINOL,0.05%+1%+0.1%+1%,كريم,FOR /15/G.CREAM IN ALU.TUBE,معمل يونيفارما للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3194
XRDF-3195,3195,REVADAY 20,RIVAROXABAN,20 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER P.V.D.C.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3195
XRDF-3196,3196,QUADRIPLUS CREAM,BETAMETHASONE+TOLNAFTATE+GENTAMICIN+CLIOQUINOL,غير محدد,كريم,FOR /30/G.CREAM IN ALU.TUBE,شركة راما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3196
XRDF-3197,3197,REVALINE CTD TAB.,SPIRAMYCIN,1.500 000 IU/CTD TAB,أقراص ملبسة,FOR /16/CTD TAB.BLISTER,معمل دلتا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3197
XRDF-3198,3198,QUADROXINALL CREAM,BETAMETHASONE+TOLNAFTATE+GENTAMICIN+CLIOQUINOL,غير محدد,كريم,FOR /20/G.CREAM IN ALU.TUBE,معمل فيتا فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3198
XRDF-3199,3199,REVEN XR -BI-LAYER TAB,IBUPROFEN,600 MG/EXTENDED RELEASE BI-LAYER TAB,أقراص ثنائية الطبقة مديدة التحرر,FOR /20/CTD TAB.BLISTER,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3199
XRDF-32,32,ZOCORINE-5 CTD TAB.,SIMVASTATIN,5 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/32
XRDF-320,320,ZINAROS-1500 VIAL,CEFUROXIME,1500 MG/VIAL,بودرة للحقن/فيال,FOR /1/VIAL,شركة شفا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/320
XRDF-3200,3200,QUADROXINALL CREAM,BETAMETHASONE+TOLNAFTATE+GENTAMICIN+CLIOQUINOL,غير محدد,كريم,FOR /30/G.CREAM IN ALU.TUBE,معمل فيتا فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3200
XRDF-3201,3201,REVEN XR -BI-LAYER TAB,IBUPROFEN,600 MG/EXTENDED RELEASE BI-LAYER TAB,أقراص ثنائية الطبقة مديدة التحرر,FOR /10/CTD TAB.BLISTER,شركة برولاين فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3201
XRDF-3202,3202,QUALIVAL - 160 CTD TAB.,VALSARTAN,160 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3202
XRDF-3203,3203,REVMAT,DICLOFENAC NA+VIT B1+VIT B6+VIT B12,50MG+50MG+50MG+1MG/ENTERIC CTD TAB.,أقراص ملبسة معوياً,FOR /20/CTD TAB. ALU.ALU.,حماة للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3203
XRDF-3204,3204,QUALIVAL - 160 CTD TAB.,VALSARTAN,160 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3204
XRDF-3205,3205,REVMOX-500/200 CTD TAB.,METHOCARBAMOL+IBUPROFEN,500 MG+200 MG/CTD TAB.,أقراص ثنائية الطبقة,FOR /20/CTD TAB.ALU.ALU.,حماة للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3205
XRDF-3206,3206,QUALIVAL - 320 CTD TAB.,VALSARTAN,320 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3206
XRDF-3207,3207,REVMOX-750/400 CTD TAB.,METHOCARBAMOL+IBUPROFEN,750 MG+400 MG/CTD TAB.,أقراص ثنائية الطبقة,FOR /20/CTD TAB.ALU.ALU.,حماة للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3207
XRDF-3208,3208,QUALIVAL - 40 CTD TAB.,VALSARTAN,40 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3208
XRDF-3209,3209,REVOSYL ARGININE EXTRA 10/10,PERINDOPRIL ARGININE+AMLODIPINE,10 MG+10 MG/TAB.,أقراص,FOR /15/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3209
XRDF-321,321,VOLTARILE-K CTD TAB.,DICLOFENAC POTASSIUM,50 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/321
XRDF-3210,3210,QUALIVAL - 40 CTD TAB.,VALSARTAN,40 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3210
XRDF-3211,3211,REVOSYL ARGININE EXTRA 10/10,PERINDOPRIL ARGININE+AMLODIPINE,10 MG+10 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3211
XRDF-3212,3212,QUALIVAL - 80 CTD TAB.,VALSARTAN,80 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,دياموند فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3212
XRDF-3213,3213,REVOSYL ARGININE EXTRA 10/5,PERINDOPRIL ARGININE+AMLODIPINE,10 MG+5 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3213
XRDF-3214,3214,QUATROCIN-100 CAP.,MINOCYCLINE,100 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,الزعبي اخوان- الفارس,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3214
XRDF-3215,3215,REVOSYL ARGININE EXTRA 10/5,PERINDOPRIL ARGININE+AMLODIPINE,10 MG+5 MG/TAB.,أقراص,FOR /15/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3215
XRDF-3216,3216,QUATROCIN-100 CAP.,MINOCYCLINE,100 MG/CAP.,محافظ,FOR /10/CAP.BLISTER,الزعبي اخوان- الفارس,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3216
XRDF-3217,3217,REVOSYL ARGININE EXTRA 5/10,PERINDOPRIL ARGININE+AMLODIPINE,5 MG+10 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3217
XRDF-3218,3218,QUATROCIN-50 CAP.,MINOCYCLINE,50 MG/CAP.,محافظ,FOR /30/CAP.BLISTER,الزعبي اخوان- الفارس,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3218
XRDF-3219,3219,REVOSYL ARGININE EXTRA 5/10,PERINDOPRIL ARGININE+AMLODIPINE,5 MG+10 MG/TAB.,أقراص,FOR /15/TAB.ALU.ALU.,شركة ابن الهيثم للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/3219
XRDF-322,322,ZINAROS-250 CTD TAB.,CEFUROXIME,250 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,شركة شفا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/322
