master_key,source_id,trade_name,active_ingredient,strength,dosage_form,package_shape,manufacturer_ar,source,source_uri
XRDF-1,1,VOPERAN SYRUP,METOCLOPRAMIDE HCL,5 MG/5 ML.,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,شركة الرازي محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1
XRDF-10,10,ZIXIF 250 CTD TAB.,CEFUROXIME,250 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB. ALU.ALU.,معمل هيومن فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10
XRDF-100,100,ZOLORAZ-5 CTD TAB.,ZOLMITRIPTAN,5 MG/CTD TAB.,أقراص ملبسة,FOR /6/CTD TAB.BLISTER P.V.D.C.,شركة الرازي محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/100
XRDF-1000,1000,UNIPRINE-30,CYCLOBENZAPRINE HCL,30 MG/CAP.,محافظ مديدة التحرر,FOR /30/CAP.BLISTER,يونايتد فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1000
XRDF-10000,10000,DALVITIN 1000,VITAMIN D3 (CHOLECALCIFEROL),1000 IU/TAB.,أقراص,FOR /30/TAB.BLISTER P.V.D.C.,اوغاريت للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10000
XRDF-10001,10001,CONVIRON,FOLIC ACID+IRON+ZINC,0.5MG+50MG+22.5MG,محافظ,FOR /20/CAP.BLISTER,معمل الأفق للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10001
XRDF-10002,10002,DALVITIN 20.000,VITAMIN D3 (CHOLECALCIFEROL),20.000 IU/TAB.,أقراص,FOR /10/TAB.BLISTER P.V.D.C.,اوغاريت للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10002
XRDF-10003,10003,CONVIRON-SR,FOLIC ACID+IRON+ZINC,0.5MG+47MG+22.5MG/CAP.,محافظ مديدة التحرر,FOR /20/CAP.BLISTER,معمل الأفق للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10003
XRDF-10004,10004,DALVITIN 50.000,VITAMIN D3 (CHOLECALCIFEROL),50.000 IU/TAB.,أقراص,FOR /10/TAB.BLISTER P.V.D.C.,اوغاريت للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10004
XRDF-10005,10005,COPENDIL PLUS-4/1.25 CTD TAB.,PERINDOPRIL+INDAPAMIDE,4 MG+1.25 MG/CTD TAB.,أقراص ملبسة,FOR /30/TAB.BLISTER ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10005
XRDF-10006,10006,DALVITIN 5000,VITAMIN D3 (CHOLECALCIFEROL),5000 IU/TAB.,أقراص,FOR /30/TAB.BLISTER P.V.D.C.,اوغاريت للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10006
XRDF-10007,10007,COPENDIL PLUS-8/2.5 CTD TAB.,PERINDOPRIL+INDAPAMIDE,8 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /15/TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10007
XRDF-10008,10008,DAMATIL-200 TAB.,SULPIRIDE,200 MG/TAB.,أقراص,FOR /20/TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10008
XRDF-10009,10009,COPENDIL PLUS-8/2.5 CTD TAB.,PERINDOPRIL+INDAPAMIDE,8 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10009
XRDF-1001,1001,TRI-PLAND 160/10/25 CTD TAB.,VALSARTAN+AMLODIPINE+HYDROCHLORTHIAZIDE,160MG+10MG+25MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1001
XRDF-10010,10010,DAMATIL-50 CAP.,SULPIRIDE,50 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10010
XRDF-10011,10011,COPENDIL-4 TAB.,PERINDOPRIL,4 MG/TAB.,أقراص,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10011
XRDF-10012,10012,DAMATIL-50 CAP.,SULPIRIDE,50 MG/CAP.,محافظ,FOR /30/CAP.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10012
XRDF-10013,10013,COPENDIL-8 TAB.,PERINDOPRIL,8 MG/TAB.,أقراص,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10013
XRDF-10014,10014,DAMIZOL TAB.,METRONIDAZOLE+DILOXANIDE,200 MG+250 MG/TAB.,أقراص,FOR /30/TAB.BLISTER,معمل اميسا,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10014
XRDF-10015,10015,COPENGIN 10,PERINDOPRIL ARGININE,10 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10015
XRDF-10016,10016,DAMLORIC-100 TAB.,ALLOPURINOL,100 MG/TAB.,أقراص,FOR /30/TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10016
XRDF-10017,10017,COPENGIN 10,PERINDOPRIL ARGININE,10 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10017
XRDF-10018,10018,DAMLORIC-300 TAB.,ALLOPURINOL,300 MG/TAB.,أقراص,FOR /30/TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10018
XRDF-10019,10019,COPENGIN 2.5,PERINDOPRIL ARGININE,2.5 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10019
XRDF-1002,1002,UNIPRINE-30,CYCLOBENZAPRINE HCL,30 MG/CAP.,محافظ مديدة التحرر,FOR /20/CAP.BLISTER,يونايتد فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1002
XRDF-10020,10020,DAM-PROFEN SUSP.,IBUPROFEN,100 MG/5ML.,معلق فموي,FOR /100/ML.SUSP.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10020
XRDF-10021,10021,COPENGIN 2.5,PERINDOPRIL ARGININE,2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10021
XRDF-10022,10022,DAM-PROFEN SUSP.,IBUPROFEN,100 MG/5ML.,معلق فموي,FOR /125/ML.SUSP.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10022
XRDF-10023,10023,COPENGIN 5,PERINDOPRIL ARGININE,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10023
XRDF-10024,10024,DAM-PROFEN-200 F.CTD TAB.,IBUPROFEN,200 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10024
XRDF-10025,10025,COPENGIN 5,PERINDOPRIL ARGININE,5 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10025
XRDF-10026,10026,DAM-PROFEN-400 F.CTD TAB.,IBUPROFEN,400 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10026
XRDF-10027,10027,COPENGIN PLUS 10/2.5,PERINDOPRIL ARGININE+INDAPAMIDE,10 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10027
XRDF-10028,10028,DAM-PROFEN-600 F.CTD TAB.,IBUPROFEN,600 MG/CTD TAB.,أقراص ملبسة,FOR /20/F.CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10028
XRDF-10029,10029,COPENGIN PLUS 10/2.5,PERINDOPRIL ARGININE+INDAPAMIDE,10 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10029
XRDF-1003,1003,TRI-PLAND 160/5/12.5 CTD TAB.,VALSARTAN+AMLODIPINE+HYDROCHLORTHIAZIDE,160MG+5MG+12.5MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1003
XRDF-10030,10030,DAMROPAX TAB.,SIMETHICONE,80 MG/TAB.,أقراص,FOR /50/TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10030
XRDF-10031,10031,COPENGIN PLUS 10/2.5,PERINDOPRIL ARGININE+INDAPAMIDE,10 MG+2.5 MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10031
XRDF-10032,10032,DAM-VITA CAP.,THIAMINE+VIT.B2+B6+B12+PP+CA-PANTOTHENATE+C+FOLIC ACID,غير محدد,محافظ,FOR /30/CAP.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10032
XRDF-10033,10033,COPENGIN PLUS 2.5/0.625,PERINDOPRIL ARGININE+INDAPAMIDE,2.5MG+0.625MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10033
XRDF-10034,10034,DAM-VITA SYRUP,THIAMINE+VIT.B2+B6+PP+C,غير محدد,شراب,FOR /125/ML.SY.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10034
XRDF-10035,10035,COPENGIN PLUS 2.5/0.625,PERINDOPRIL ARGININE+INDAPAMIDE,2.5MG+0.625MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB. ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10035
XRDF-10036,10036,DAM-VITA SYRUP,THIAMINE+VIT.B2+B6+PP+C,غير محدد,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10036
XRDF-10037,10037,COPENGIN PLUS 2.5/0.625,PERINDOPRIL ARGININE+INDAPAMIDE,2.5MG+0.625MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10037
XRDF-10038,10038,DAMVITA-M SYRUP,THIAMINE+VIT.B2+B6+PP+D3+E+C+CA+ZN+MG+FE+CU+A+CA,غير محدد,شراب,FOR /125/ML.SY.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10038
XRDF-10039,10039,COPENGIN PLUS 5/1.25,PERINDOPRIL ARGININE+INDAPAMIDE,5MG+1.25MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10039
XRDF-1004,1004,UNISONIDE PLUS 100/6 METERED DOSE,BUDESONIDE+FORMOTEROL FUMARATE,100 MCG+6 MCG/DOSE,بخة محددة,FOR /120/DOSES IN PRESSURIZED CONTAINER,يونايتد فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1004
XRDF-10040,10040,DAMVITA-M SYRUP,THIAMINE+VIT.B2+B6+PP+D3+E+C+CA+ZN+MG+FE+CU+A+CA,غير محدد,شراب,FOR /100/ML.SY.IN GLASS BOTTLE,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10040
XRDF-10041,10041,COPENGIN PLUS 5/1.25,PERINDOPRIL ARGININE+INDAPAMIDE,5MG+1.25MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10041
XRDF-10042,10042,DAMVITA-M CTD TAB.,THIAMINE+VIT.B2+B6+B12+PP+D3+E+C+FOLIC A.+CA+ZN+MG+FE+MN+CU+,غير محدد,أقراص ملبسة,FOR /1000/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10042
XRDF-10043,10043,COPENGIN PLUS 5/1.25,PERINDOPRIL ARGININE+INDAPAMIDE,5MG+1.25MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10043
XRDF-10044,10044,DAMVITA-M CTD TAB.,THIAMINE+VIT.B2+B6+B12+PP+D3+E+C+FOLIC A.+CA+ZN+MG+FE+MN+CU+,غير محدد,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10044
XRDF-10045,10045,CORABRADINE-5 CTD TAB.,IVABRADINE,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10045
XRDF-10046,10046,DAMVITA-M CTD TAB.,THIAMINE+VIT.B2+B6+B12+PP+D3+E+C+FOLIC A.+CA+ZN+MG+FE+MN+CU+,غير محدد,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10046
XRDF-10047,10047,CORABRADINE-7.5 CTD TAB.,IVABRADINE,7.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10047
XRDF-10048,10048,DANAZOL AVENZOR-200 CAP.,DANAZOL,200 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,شركة ابن زهر للصناعات الصيدلانية المساهمة المغفلة الخاصة,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10048
XRDF-10049,10049,CO-RAMIPRIL ELSAAD 2.5/12.5 CAP.,RAMIPRIL+HYDROCHLOROTHIAZIDE,2.5 MG+12.5MG/CAP.,محافظ,FOR /10/CAP.BLISTER,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10049
XRDF-1005,1005,TRI-PLAND 160/5/12.5 CTD TAB.,VALSARTAN+AMLODIPINE+HYDROCHLORTHIAZIDE,160MG+5MG+12.5MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1005
XRDF-10050,10050,DANAZOL-100 CAP.,DANAZOL,100 MG/CAP.,محافظ,FOR /20/CAP.BLISTER,شركة ابن زهر للصناعات الصيدلانية المساهمة المغفلة الخاصة,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10050
XRDF-10051,10051,CORDAN AMP.,AMIODARONE HCL,150 MG/AMP.,محلول للحقن/حبابات,FOR /5/AMP.OF 3ML.,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10051
XRDF-10052,10052,DANI-240 RETARD CTD TAB.,VERAPAMIL HYDROCHLORIDE,240 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10052
XRDF-10053,10053,CORDAN TAB.,AMIODARONE HCL,200 MG/TAB.,أقراص,FOR /20/TAB.BLISTER P.V.D.C.,معمل ابن حيان للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10053
XRDF-10054,10054,DANISA FORT CTD TAB.,SERRAPEPTASE,10 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER (P.V.D.C.),شركة عمريت للدواء,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10054
XRDF-10055,10055,CORDAROZ,AMIODARONE HCL,200 MG/TAB.,أقراص,FOR /30/TAB.BLISTER P.V.D.C.,شركة ابن زهر للصناعات الصيدلانية المساهمة المغفلة الخاصة,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10055
XRDF-10056,10056,DANISTOLE-40 CTD TAB.,VERAPAMIL HYDROCHLORIDE,40 MG/CTD TAB.,أقراص ملبسة,FOR /50/CTD TAB.BLISTER,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10056
XRDF-10057,10057,CORDAROZ AMP,AMIODARONE HCL,150 MG/AMP.,محلول للحقن/حبابات,FOR /5/AMP.OF 3ML.,شركة ابن زهر للصناعات الصيدلانية المساهمة المغفلة الخاصة,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10057
XRDF-10058,10058,DANISTOLE-80 CTD TAB.,VERAPAMIL HYDROCHLORIDE,80 MG/CTD TAB.,أقراص ملبسة,FOR /50/CTD TAB.BLISTER,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10058
XRDF-10059,10059,CORGA 40,NADOLOL,40 MG/TAB.,أقراص,FOR /30/TAB.BLISTER P.V.D.C.,معمل يونيفارما للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10059
XRDF-1006,1006,UNISONIDE PLUS 200/6 METERED DOSE,BUDESONIDE+FORMOTEROL FUMARATE,200 MCG+6 MCG/DOSE,بخة محددة,FOR /120/DOSES IN PRESSURIZED CONTAINER,يونايتد فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1006
XRDF-10060,10060,DANIZA-5 CTD TAB.,SERRAPEPTASE,5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER (P.V.D.C.),شركة عمريت للدواء,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10060
XRDF-10061,10061,CORGA 80,NADOLOL,80 MG/TAB.,أقراص,FOR /30/TAB.BLISTER P.V.D.C.,معمل يونيفارما للصناعات الدوائية محدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10061
XRDF-10062,10062,DANIZINE FORT CTD TAB.,SERRAPEPTASE,10 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,شركة يونيشيما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10062
XRDF-10063,10063,CORN CIDE CREAM,SALICYLIC ACID,20 %,كريم,FOR /5/G.CREAM IN ALU.TUBE,معمل ابن سينا فرع 1 للصناعات الدوائية - ريف دمشق,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10063
XRDF-10064,10064,DANIZINE-5 CTD TAB.,SERRAPEPTASE,5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.BLISTER,شركة يونيشيما للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10064
XRDF-10065,10065,CORN CIDE CREAM,SALICYLIC ACID,20 %,كريم,FOR /10/G.CREAM IN ALU.TUBE,معمل ابن سينا فرع 1 للصناعات الدوائية - ريف دمشق,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10065
XRDF-10066,10066,DAPA GOLD 10,DAPAGLIFLOZIN,10 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10066
XRDF-10067,10067,CORONASYL,PERINDOPRIL ARGININE,2.5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10067
XRDF-10068,10068,DAPA GOLD 5,DAPAGLIFLOZIN,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10068
XRDF-10069,10069,CORONASYL,PERINDOPRIL ARGININE,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10069
XRDF-1007,1007,TRI-PLAND 160/5/25 CTD TAB.,VALSARTAN+AMLODIPINE+HYDROCHLORTHIAZIDE,160MG+5MG+25MG/CTD TAB.,أقراص ملبسة,FOR /10/CTD TAB.BLISTER,معمل التراميديكا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1007
XRDF-10070,10070,DAPAGLIF 10,DAPAGLIFLOZIN,10 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10070
XRDF-10071,10071,CORONASYL,PERINDOPRIL ARGININE,10 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10071
XRDF-10072,10072,DAPAGLIF 5,DAPAGLIFLOZIN,5 MG/CTD TAB.,أقراص ملبسة,FOR /20/CTD TAB.ALU.ALU.,مختبرات آسيا للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10072
XRDF-10073,10073,CORONASYL AM - 5/10 TAB.,PERINDOPRIL ARGININE+AMLODIPINE,5 MG+10 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10073
XRDF-10074,10074,DAPAGOLD PLUS 1000/5,METFORMIN+DAPAGLIFLOZIN,1000 MG+5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10074
XRDF-10075,10075,CORONASYL AM - 10/5 TAB.,PERINDOPRIL+AMLODIPINE,10 MG+5 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10075
XRDF-10076,10076,DAPAGOLD PLUS 850/5,METFORMIN+DAPAGLIFLOZIN,850 MG+5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.BLISTER ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10076
XRDF-10077,10077,CORONASYL AM - 5/5 TAB,PERINDOPRIL ARGININE+AMLODIPINE,5 MG+5 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10077
XRDF-10078,10078,DAPAXIGA 10,DAPAGLIFLOZIN,10 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.IN PLASTIC CONTAINER,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10078
XRDF-10079,10079,CORONASYL AM -10/10 TAB,PERINDOPRIL ARGININE+AMLODIPINE,10 MG+10 MG/TAB.,أقراص,FOR /30/TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10079
XRDF-1008,1008,UNISONIDE PLUS 400/6,BUDESONIDE+FORMOTEROL FUMARATE,400 MCG+6 MCG/DOSE,محافظ للاستنشاق,FOR /120/DOSES IN PRESSURIZED CONTAINER,يونايتد فارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/1008
XRDF-10080,10080,DAPAXIGA 5,DAPAGLIFLOZIN,5 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.IN PLASTIC CONTAINER,شركة بحري الطبية المحدودة المسؤولية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10080
XRDF-10081,10081,CORONASYL PLUS 2.5/0.625,PERINDOPRIL ARGININE+INDAPAMIDE,2.5MG+0.625MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل غولدن ميدفارما,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10081
XRDF-10082,10082,DAPAXINE 10,DAPAGLIFLOZIN,10 MG/CTD TAB.,أقراص ملبسة,FOR /30/CTD TAB.ALU.ALU.,معمل السعد للصناعات الدوائية,SYRIA_MOH_XRDF,http://localhost:2020/dbo/moh_drugs/10082
